"Continue Shopping","Continue Shopping"
Added,Added
"Add to Cart","Add to Cart"
Ajaxpro,Ajaxpro
Main,Main
"Show popup after product was added","Show popup after product was added"
"Add to cart dialog window type","Add to cart dialog window type"
"Show product popup for product with any options","Show product popup for product with any options"
"Forced validation for ajax request in catalog","Forced validation for ajax request in catalog"
